ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,toss_winner.1,toss_choosen.1,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length
9.3," Thakur to Padikkal, 1 run, slower delivery on the pads, flicked on the bounce to deep square ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Padikkal, Thakur,1,0,
9.2," Thakur to Buttler, 1 run, good length outside off, Buttler eases a single to the sweeper on the off-side ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Thakur,1,0,Good
9.1," Thakur to Buttler, no run, back of a length on off, defended back to Thakur ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Thakur,0,0,Back of Length
8.6," Kuldeep Yadav to Buttler, 1 run, short and wide outside off, Buttler cuts to the sweeper to keep the strike ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Kuldeep Yadav,1,0,Short
8.6," Kuldeep Yadav to Buttler, wide, down leg, left alone and wide taken ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Kuldeep Yadav,wide,1,
8.5," Kuldeep Yadav to Padikkal, 1 run, waits for the ball to turn away and steers it wide of backward point for a quick single ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Padikkal, Kuldeep Yadav,1,0,
8.4," Kuldeep Yadav to Buttler, 1 run, full-toss down leg, Buttler swipes it straight to the fielder at deep backward square. Missed out there ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Kuldeep Yadav,1,0,Full toss
8.3," Kuldeep Yadav to Buttler, FOUR, again. This time for four. Buttler comes down the track and drills it back over Kuldeep Yadav's head. No chance for long-on ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Kuldeep Yadav,4,0,
8.2," Kuldeep Yadav to Buttler, SIX, down the track and six. Right to the pitch as Kuldeep Yadav tosses it up and those quick feet enable him to loft over long-on. Into the steps beyond the sightscreen ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Kuldeep Yadav,6,0,Full toss
8.1," Kuldeep Yadav to Padikkal, 1 run, Padikkal comes down the track and takes it on the full, drives it back to Kuldeep Yadav who parries it away to long-on ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Padikkal, Kuldeep Yadav,1,0,Full
7.6," Axar to Padikkal, 1 run, good length and flat on off, knocked to long-on ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Padikkal, Axar,1,0,Good
7.5," Axar to Padikkal, FOUR, poor ball and swept away wide of short fine. Down leg, Padikkal needed to get it wide of the fielder to get four and did so easily ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Padikkal, Axar,4,0,Short
7.4," Axar to Padikkal, SIX, right in the arc and swung away miles over mid-wicket. SLA from over the wicket on off, tossed up and Padikkal nails the slogsweep. Went 97-metres ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Padikkal, Axar,6,0,Full toss
7.3," Axar to Buttler, 1 run, tossed up full outside off, Buttler reverse-sweeps to the right of short third where the Fizz dives and keeps it to a single ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Axar,1,0,Full toss
7.2," Axar to Buttler, no run, good length turning away, Buttler pushes to point off the back foot ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Axar,0,0,Good
7.1," Axar to Buttler, no run, tossed up outside off from round the wicket, Buttler wants to go downtown, inside-edges it to backward square ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Axar,0,0,Full toss
6.6," Kuldeep Yadav to Buttler, 1 run, turns in on middle and leg, nudged to square leg ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Kuldeep Yadav,1,0,
6.5," Kuldeep Yadav to Padikkal, 1 run, chopped in front of short third and they race through to bring up the 50-run stand ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Padikkal, Kuldeep Yadav,1,0,Short
6.4," Kuldeep Yadav to Padikkal, FOUR, tossed up outside off and Padikkal takes it on. Slogswept wide of deep mid-wicket, hit right into the gap between the two fielders ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Padikkal, Kuldeep Yadav,4,0,Full toss
6.3," Kuldeep Yadav to Padikkal, no run, turns away from a length, Padikkal cuts and misses ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Padikkal, Kuldeep Yadav,0,0,Good
6.2," Kuldeep Yadav to Buttler, 1 run, the googly, defended in front of point and they take a quick single ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Kuldeep Yadav,1,0,
6.1," Kuldeep Yadav to Buttler, no run, turns in from a good length, Buttler watchfully pushes to point off the back foot ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Kuldeep Yadav,0,0,Good
5.6," Khaleel Ahmed to Buttler, 1 run, low full-toss on middle, Buttler pushes to mid-off and takes the single ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Khaleel Ahmed,1,0,Full toss
5.5," Khaleel Ahmed to Buttler, no run, pacey back of a length delivery outside off, Buttler cuts and misses. Good comeback by Khaleel Ahmed ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Khaleel Ahmed,0,0,Back of Length
5.4," Khaleel Ahmed to Buttler, SIX, Buttler is in the mood again. Took him a while tonight but now he decides that it's time. Length ball outside off, again the clearing of the front leg and smashed over mid-wicket. Short boundary and no chance against Buttler when he hits it well ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Khaleel Ahmed,6,0,Good
5.3," Khaleel Ahmed to Buttler, no run, low full-toss on the stumps, Buttler drives to extra-cover on the edge of the circle ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Khaleel Ahmed,0,0,Full toss
5.2," Khaleel Ahmed to Buttler, 2 runs, what an effort from Warner running back from mid-off. Saves two with a pull-back. Length ball outside off, Buttler slices the loft and clears Warner, then the Aussie took over ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Khaleel Ahmed,2,0,Good
5.1," Khaleel Ahmed to Buttler, SIX, there goes Buttler. Full on the stumps, he clears his front leg and heaves it way over mid-wicket ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Khaleel Ahmed,6,0,Full
4.6," Lalit Yadav to Padikkal, no run, Padikkal misses out. Friendly full-toss on the pads, he flicks and finds backward square ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Padikkal, Lalit Yadav,0,0,Full toss
4.5," Lalit Yadav to Buttler, 1 run, Buttler comes down the track and nudges the length ball from outside off towards square leg ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Lalit Yadav,1,0,Good
4.4," Lalit Yadav to Buttler, no run, back of a length and Buttler mistimes the cut back to Lalit Yadav. Tried to hit it too hard ",1st Inns,34t,Delhi Capitals,Rajasthan Royals,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Karun Nair, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Obed McCoy, Yuzvendra Chahal",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 22,2022",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 15 runs,Jos Buttler,DC,field,DC,field,RR,DC,Buttler, Lalit Yadav,0,0,Back of Length
