ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra
18.3," Bumrah to Ashwin, 1 run, yorker outside off, Ashwin digs it out to the sweeper ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Ashwin, Bumrah,1,0
18.2," Bumrah to Ashwin, FOUR, fine shot again from Ashwin. This slower delivery is full outside off, he lofts over extra-cover and Pollard is too straight at long-off to do anything ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Ashwin, Bumrah,4,0
18.1," Bumrah to Hetmyer, 1 run, slower delivery outside off, full from round the wicket, Hetmyer drives to the sweeper ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Hetmyer, Bumrah,1,0
17.6," Meredith to Ashwin, no run, full and wide outside off, Ashwin can't lay bat on ball on the square drive ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Ashwin, Meredith,0,0
17.6," Meredith to Ashwin, wide, the slower short ball on the stumps, Ashwin misses the ramp, but it is called a wide for height ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Ashwin, Meredith,wide,1
17.5," Meredith to Ashwin, SIX, Chahal and Samson are clapping that shot from Ashwin. As Meredith was running in, Ashwin was crouching low and tapping the bat, then sees the length ball in the slot on the stumps, heaves it powerfully over wide long-on. That hit went 83-metres ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Ashwin, Meredith,6,0
17.4," Meredith to Hetmyer, 1 run, off-cutter on the stumps, Hetmyer dabs wide of backward point for a single ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Hetmyer, Meredith,1,0
17.3," Meredith to Ashwin, 1 run, this does not bounce as much as the previous one and also this is outside off, plus this is an off-cutter, Ashwin guides it to third man who is fine ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Ashwin, Meredith,1,0
17.2," Meredith to Ashwin, FOUR, clever from Ashwin. Short on the stumps, Ashwin backs away and uses the bouncing ball to ramp it over the keeper ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Ashwin, Meredith,4,0
17.1," Meredith to Riyan Parag, out Caught by Daniel Sams!! The off-cutter on a good length outside off works for Meredith. Riyan Parag sort of checks his pull and finds Sams at deep mid-wicket. Had he gone through with the shot, may well have cleared the fielder. MI fighting back with quick wickets. Riyan Parag c Daniel Sams b Meredith 3(3) ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Riyan Parag, Meredith,out,out
16.6," Bumrah to Riyan Parag, 1 run, off-cutter on a good length outside off, Riyan Parag dabs it down to third man ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Riyan Parag, Bumrah,1,0
16.5," Bumrah to Riyan Parag, 2 runs, low full-toss outside off, Riyan Parag opens the face of the bat and square-drives wide of the sweeper for a quick two ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Riyan Parag, Bumrah,2,0
16.4," Bumrah to Hetmyer, 1 run, off-cutter outside off, on a good length, Hetmyer runs it down to third man ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Hetmyer, Bumrah,1,0
16.3," Bumrah to Hetmyer, no run, short of length on the stumps, tucks up Hetmyer who defends to mid-wicket ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Hetmyer, Bumrah,0,0
16.2," Bumrah to Hetmyer, no run, the bouncer now, flies over Hetmyer and a good one-handed leaping take by Ishan Kishan to his right ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Hetmyer, Bumrah,0,0
16.1," Bumrah to Hetmyer, no run, Bumrah from round the wicket, bowls an off-cutter into the pitch, outside off, bounces extra and beats Hetmyer on the defence ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Hetmyer, Bumrah,0,0
15.6," Hrithik Shokeen to Buttler, out Caught by Suryakumar Yadav!! Did I spot Hrithik Shokeen giving Buttler a send-off? If that is the case, then figure that out. The round the wicket angle works. Drifted well outside off, makes Buttler reach out which spoils all timing, toe-ended straight to the fielder at long-off. Since Buttler had to reach out, he couldn't get the power behind the shot. Still a big wicket for Buttler could've wreaked havoc with four overs left. Buttler c Suryakumar Yadav b Hrithik Shokeen 67(52) [4s-5 6s-4] ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Buttler, Hrithik Shokeen,out,out
15.5," Hrithik Shokeen to Buttler, no run, that is very close. Drifts it outside off and Buttler lets it go, looking for a wide, it is touch and go and umpire Bruce Oxenford reckons that it was inside the line. Just over the line as the replays show ",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Buttler, Hrithik Shokeen,0,0
15.4,"Hrithik Shokeen to Buttler, SIX, four in a row. Are we onto something here? Wide full-toss outside off, Buttler just reaches across and whiplashes it with those strong wrists of his. Long-off is just a spectator as is Hrithik Shokeen. For 46 balls Buttler did not have a 6. Off the next four he has four",1st Inns,44t,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Daryl Mitchell, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Tim David, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jasprit Bumrah, Kumar Kartikeya, Riley Meredith",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 30,2022",Mumbai Indians have won the toss and have opted to field,Mumbai Indians won by 5 wkts,Suryakumar Yadav,MI,field,RR,MI,Buttler,Hrithik Shokeen,6,0
