ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,out_type
18.4," McClenaghan to Dhoni, SIX, brings up the 50-run stand  in style. Helped by a mediocre delivery of course. You don't bowl length to this guy. Dhoni waits on the back foot and biffs it high and over ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Dhoni, McClenaghan,6,0,,,,,
18.3," McClenaghan to Dhoni, no run, Dhoni is losing his shape trying to hit the ball hard. Pacy delivery angling in, Dhoni goes for the mighty heave and misses it completely. Goes through this legs and misses the leg pole ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Dhoni, McClenaghan,0,0,,,,beaten,
18.2," McClenaghan to Manoj Tiwary, 1 run, full and angling in, Tiwary toe-ends the drill ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Manoj Tiwary, McClenaghan,1,0,Full,,,,
18.1," McClenaghan to Manoj Tiwary, SIX, Tiwary takes full toll of the free hit. Length ball right in the slot for Tiwary to clear his front leg and tonk it over long-on. If Pollard can't do anything about it, there's nothing anyone else could have done. Good start to the over for RPS ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Manoj Tiwary, McClenaghan,6,0,Full,,long-on,,
18.1," McClenaghan to Manoj Tiwary, no ball, FOUR, that's a horror delivery. Did that slip out of his hand? That should have been the case. A very high full toss on leg, Tiwary gets inside the line and swings his bat hard. Gets it fine of the fine leg fielder. No ball signalled ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Manoj Tiwary, McClenaghan,no ball,1+4,Full,leg side,slip,,
17.6," Bumrah to Manoj Tiwary, 1 run, low full toss, Tiwary tries the sweep shot. Was there a slight tickle onto his pad? Not sure. The ball rolls towards cover-point. The umpire ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Manoj Tiwary, Bumrah,1,0,Full,,cover,sweep shot,
17.5," Bumrah to Dhoni, 1 run, this is brilliant bowling with the pitch assisting the bowlers. Hits the deck hard and cramps up Dhoni for room. A miscued pull off the top part of the bat on the leg-side. Just a single ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Dhoni, Bumrah,1,0,,,,pull shot,
17.4," Bumrah to Dhoni, no run, to in two. Cutting in from a shortish length, pace as well. Dhoni attepmts the pull and once again fails to connect ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Dhoni, Bumrah,0,0,Short,,,pull shot,
17.3," Bumrah to Dhoni, no run, back of a length delivery outside off, a mighty heave ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Dhoni, Bumrah,0,0,Back of Length,off side,,,
17.2," Bumrah to Manoj Tiwary, leg byes, 1 run, appeal for lbw, turned down. Height, definitely, short of length delivery that deck in, Tiwary fails to connect looking to play on the on-side. A leg bye nabbed ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Manoj Tiwary, Bumrah,byes,1,Short,,,,
17.1," Bumrah to Manoj Tiwary, FOUR, ah! That should have been either a single or a couple. Length ball outside off, Tiwary swung across the line and makes good connection. Simmons at long leg, slides across and makes contact with the rope while he had the ball in his hand ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Manoj Tiwary, Bumrah,4,0,Good,off side,long leg,,
16.6," McClenaghan to Manoj Tiwary, 1 run, in the air and safe! Just wide of a diving Malinga at square leg. Another mistimed pull shot from Tiwary that goes to deep backward square ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Manoj Tiwary, McClenaghan,1,0,,wide,square leg,pull shot,
16.5," McClenaghan to Manoj Tiwary, no run, drifting down leg, Tiwary fails to put bat on his flick. Tiwary is perplexed as to why it wasn't deemed as a wide ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Manoj Tiwary, McClenaghan,0,0,,wide,,flick shot,
16.5," McClenaghan to Manoj Tiwary, wide ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Manoj Tiwary, McClenaghan,wide,1,,wide,,wide,
16.4," McClenaghan to Dhoni, 1 run, another short ball aimed at the body, Dhoni dances down and isn't in the greatest of positions to play the pull shot. Persists with it and mishits to deep square leg. Manoj Tiwary wants a second, but his partner rightly sent him back ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Dhoni, McClenaghan,1,0,Short,,deep square,pull shot,
16.3," McClenaghan to Manoj Tiwary, 1 run, Tiwary clears the front leg and miscues the pull shot against a shortish ball. A single to deep mid-wicket ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Manoj Tiwary, McClenaghan,1,0,Short,,mid-wicket,pull shot,
16.2," McClenaghan to Dhoni, 1 run, the bowler hits the deck hard on this short of length delivery. Dhoni lifts it off the top portion of the bat ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Dhoni, McClenaghan,1,0,Short,,,,
16.1," McClenaghan to Dhoni, no run, McClenaghan targets the stumps from a goodish length, Dhoni, awkwardly defends it back towards the bowler ",1st Inns,Qua,Mumbai Indians,Rising Pune Supergiant,"Mumbai Indians (Playing XI): Parthiv Patel(w), Lendl Simmons, Rohit Sharma(c), Ambati Rayudu, Krunal Pandya, Kieron Pollard, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Lasith Malinga, Jasprit Bumrah","Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Manoj Tiwary, MS Dhoni(w), Daniel Christian, Washington Sundar, Lockie Ferguson, Shardul Thakur, Jaydev Unadkat, Adam Zampa",,,IPL,2017,"Wankhede Stadium,Mumbai","May 16,2017",Mumbai Indians have won the toss and have opted to field,Rising Pune Supergiant won by 20 runs,Washington Sundar,MI,field,RPS,MI,Dhoni, McClenaghan,0,0,Good,,,defend,
