ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Toss_winner,toss_chosen
0.2," Cottrell to de Kock, no run, 125.1kph, around the sixth-stump, holding its line on a good length. A punchy defence, back-footed, cover ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
0.1," Cottrell to de Kock, no run, quite a loose cut -- on a back of a length, swinging away, and Quinton flashes with no feet, missing big time ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
19.6," Bumrah to Gowtham, 1 run, Bumrah practices his yorker for the coming games, nails it, Gowtham plays it through point ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
19.5," Bumrah to Gowtham, no run, oh that yorker missed the off stump nu a whisker. Gowtham couldn't squeeze that away past point ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
19.4," Bumrah to Gowtham, 2 runs, Gowtham walks across and scoops, not middled, but goes wide of backward square leg, rushes back for the second ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
19.3," Bumrah to Gowtham, FOUR, short delivery, Gowtham backs away and guides, gets it fine and over the keeper ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
19.2," Bumrah to Gowtham, no run, low full toss, driven to cover, they don't take the run ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
19.1," Bumrah to Shami, 1 run, oh be kind on your fellow buddy Bumrah! He's bowled a bumper into the chest, Shami somehow fends with his glove, rolls towards fine leg ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
18.6," Boult to Gowtham, SIX, in the airrr and just over Pollard at long-off. Boult went full and outside off stump, Gowtham toe-ended the loft, Pollard jumped on the boundary but it evaded him ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
18.5," Boult to Gowtham, FOUR, sliced with one hand, full and outside off stump, pace off, so Gowtham was deceived but he went through with the loft, clears short third man ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
18.4," Boult to Shami, 1 run, leg-side yorker, Shami digs it out, Gowtham calls for a quick single and they steal it. Boult flew with an underarm throw, but Gowtham was easily home ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
18.3," Boult to Ravi Bishnoi, out Caught by Suryakumar Yadav!! SKY has been really busy in the last few minutes. Full and into the sticks, Bishnoi actually squeezed that well, but hit it straight to backward point. The fielding show should lift SKY after the run-out today. Ravi Bishnoi c Suryakumar Yadav b Boult 1(5) ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
18.2," Boult to Gowtham, 1 run, now the yorker just outside off stump, drilled to long-off ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
18.1," Boult to Gowtham, no run, Gowtham wanted to hit that into orbit, but Boult disguised him with a slower ball across the off stump ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
17.6," Pattinson to Ravi Bishnoi, no run, full and outside off stump, Bishnoi stays leg-side, swings and misses ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
17.5," Pattinson to Ravi Bishnoi, no run, ah well done Bishnoi! Pattinson slipped in the bumper, Bishnoi watched the ball nicely and swayed out last minute ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
17.4," Pattinson to Gowtham, 1 run, he can hit them alright, but slower delivery into the wicket when the batsman is on the back foot isn't easy to hit. Just a loft to long-on ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
17.3," Pattinson to Ravi Bishnoi, 1 run, oh almost a really good grab at backward point by Surya. flew full length to his right, inches off the ground and it didn't stick ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
17.2," Pattinson to Ravi Bishnoi, no run, slower delivery outside off stump, Bishnoi taps it to point ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
17.1," Pattinson to Sarfaraz Khan, out Lbw!! That's a toe-crusher at the base of leg stump. Sarfaraz couldn't get that away with the attempted flick shot, ump raised the finger. Batsman reviewed, but he knew he was a goner. Sarfaraz Khan lbw b Pattinson 7(8) [4s-1] ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
16.6," Boult to Gowtham, 2 runs, driven all along the ground to extra-cover ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
16.5," Boult to Gowtham, no run, terrific stuff from Boult. Forget the ball, it's just a back of a length delivery which Gowtham could not connect well, tapped to the bowler. He threatened to have a shy at Gowtham's sticks first and then also threatened Sarfaraz in a fraction of second as he was out of the crease ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
16.4," Boult to Sarfaraz Khan, 1 run, short slower delivery, Sarfaraz swings and misses, off the body to the off-side. It took some bat on it says the ump ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
16.3," Boult to Gowtham, 1 run, full and outside off stump, tapped to cover. Rolling Ro stops the ball ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
16.2," Boult to Sarfaraz Khan, 1 run, yorker outside off stump, just the normal stuff from Boult this time, tapped to backward point ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
16.1," Boult to Sarfaraz Khan, FOUR, now that makes a lot of sense, third man is in, third man Sarfaraz plays the reverse slog and connects really well. Clears the infield and it's a boundary ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
15.6," Bumrah to Neesham, out Caught by Suryakumar Yadav!! Caught off a high full toss, they are checking but it's just below the waist and a legal delivery. When it's not your day even the full toss go to fielders. Neesham wanted to smash over mid-wicket, miscued it high and actually a good grab running back from backward point over his right shoulder.Neesham c Suryakumar Yadav b Bumrah 7(7) ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
15.5," Bumrah to Sarfaraz Khan, 1 run, did Sarfaraz knew that fine was stationed? If yes, then its' a poor stroke because it won't give more than one mostly. High full toss, Sarfaraz tries to scoop, a better shot had fine leg been in, lucky that he didn't time it well ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
15.4," Bumrah to Sarfaraz Khan, no run, SKY, what a save on land! Short of a length delivery outside off stump, cut hard, sure boundary, Surya flew full length to his left and stopped the ball horizontal to the ground ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
15.3," Bumrah to Neesham, 1 run, slower delivery wide of off stump, Neesham drags the slog along the ground to deep mid-wicket ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
