ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,batting_team,bowling_team,toss_winner,toss_choosen
10.1," Gowtham to Pant, 1 run, short, skidding on outside off. Pant crashes it through cover ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
9.6," Ravi Bishnoi to Pant, 1 run, tossed up well wide of off, Pant makes room and cuts it square past cover for a single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
9.5," Ravi Bishnoi to Shreyas Iyer, 1 run, slower and just outside off, Shreyas drops it to the left of cover and is called through for a quick single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
9.4," Ravi Bishnoi to Shreyas Iyer, no run, nicely tossed up on off, defended back at the bowler ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
9.3," Ravi Bishnoi to Pant, 1 run, tad too short from Bishnoi, Pant makes room and cuts it square on the off-side for a single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
9.2," Ravi Bishnoi to Pant, no run, pushed through flatter and spinning away from off, Pant backed away on the cut and is beaten ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
9.1," Ravi Bishnoi to Pant, no run, Pant is looking to be aggressive - spots the wrong 'un and looks to play the reverse sweep, beaten by the away going delivery ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
9.1," Ravi Bishnoi to Pant, wide, .. and he starts with a wide - the attempted wrong 'un and he slid it way wide of off ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
8.6," Gowtham to Pant, 1 run, tad too short from KG, pulled away past square leg for a single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
8.5," Gowtham to Shreyas Iyer, 1 run, streaky, fraction short and just outside off, Shreyas was making room for the cut, gets a to-end that goes past KL's gloves, only a single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
8.4," Gowtham to Shreyas Iyer, SIX, massive, too full from KG, right under Shreyas's arc and he doesn't let that go unpunished - gets forward and thumps it high and over long-on, went into the top tier for a 99m hit ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
8.3," Gowtham to Shreyas Iyer, no run, flighted delivery outside off, pushed to the right of backward point ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
8.2," Gowtham to Pant, 1 run, KG tosses one on middle, worked in front of square on the on-side, Pant wanted a second and is sent back by his captain ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
8.1," Gowtham to Pant, FOUR, this was coming - Pant can't be kept quiet any longer, bends down low and plays a pick-up sweep over backward square leg, almost went all the way, bounced just in front of the ropes ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
7.6," Jordan to Pant, 1 run, short of a good length and around off, nudged towards mid-wicket for a single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
7.5," Jordan to Shreyas Iyer, 1 run, another slower ball from Jordan, Shreyas works it down towards long-on for a single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
7.4," Jordan to Shreyas Iyer, no run, back of a length and well wide of off, steered behind point where Karun makes a splendid stop - saved at least a couple of runs and left his captain happy with his effort ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
7.3," Jordan to Pant, 1 run, fraction fuller and at the stumps, Pant quietly works it wide of mid-on for a single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
7.2," Jordan to Pant, no run, change of pace from Jordan, rolled his fingers across the seam on this slower-ball, Pant went way too hard on the cut, lost his shape and missed the ball as well ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
7.2," Jordan to Pant, wide, Jordan slips one full and well down the leg-side, called as a wide ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
7.1," Jordan to Shreyas Iyer, 1 run, fuller length delivery at the stumps, whipped to the right of mid-wicket where Sarfaraz dives and makes a half-stop, prevented at least a couple of runs ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
6.6," Gowtham to Shreyas Iyer, 1 run, tossed up invitingly wide of off, Shreyas leans into the drive and places it to the right of extra-cover - Maxwell fumbles and lets a single, he's not happy with his effort ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
6.5," Gowtham to Pant, 1 run, the off-break from KG, but the length is short, allows Pant to play the half-arm jab past mid-wicket fora single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
6.4," Gowtham to Shreyas Iyer, 1 run, Gowtham throws this one wider of off, driven in front of square on the off-side for a single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
6.3," Gowtham to Shreyas Iyer, no run, fraction short and wide of off, Shreyas backs away and finds cover-point with the cut ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
6.2," Gowtham to Shreyas Iyer, no run, slower and just outside off, Shreyas stays back and finds cover with the punch ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
6.1," Gowtham to Pant, 1 run, flighted delivery on off, punched down towards long-on for a single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
5.6," Shami to Shreyas Iyer, no run, fraction fuller and in that fourth stump channel, Shreyas has no room to drive, pushes it back at the bowler ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
5.5," Shami to Shreyas Iyer, no run, on a good length and in that channel outside off, defended off the back-foot to backward point ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
5.4," Shami to Pant, 1 run, tad fuller and at the stumps, worked wide of mid-wicket for a single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
5.3," Shami to Pant, no run, short of a good length and at the stumps, Pant gets right behind the ball in defence ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
