ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name
18.3," Shami to Seifert, wide, 139.3kph, tries another full cramping yorker, but ends up well down leg in the process ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Seifert, Shami,wide,1,Full,wide,,wide
18.2," Shami to Karthik, 1 run, 139.4kph, another leg-lined yorker, squeezed through square leg ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Karthik, Shami,1,0,yorker,leg side,square leg,
18.1," Shami to Seifert, 1 run, 137.5kph, full, leg-lined. Seifert dances down, and jams it to mid-on ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Seifert, Shami,1,0,Full,leg side,mid-on,
17.6," Arshdeep Singh to Seifert, 1 run, the cutter going across, sliced powerfully, to deep extra cover, Seifert opens his IPL account ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Seifert, Arshdeep Singh,1,0,Full,,deep extra cover,cut shot
17.5," Arshdeep Singh to Karthik, leg byes, 1 run, an LBW appeal -- thanks to a full delivery on the legs that Karthik misses his flick to. Anyway, the impact is clearly down leg ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Karthik, Arshdeep Singh,byes,1,Full,,,beaten
17.4," Arshdeep Singh to Nitish Rana, out Caught by Mayank!! It's the long boundary, and Rana's picked out another slower one rather well, but no, he's picked out the fielder by the boundary even better. On a length, outside off, slogged, and reverse-cupped at deep mid-wicket. Nitish Rana c Mayank b Arshdeep Singh 31(18) [4s-2 6s-2] ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Nitish Rana, Arshdeep Singh,out,out,Good,off side,mid-wicket,slog shot
17.3," Arshdeep Singh to Nitish Rana, FOUR, premeditated aniticipation. Moving across his stumps early, crouching low, and well, Arshdeep does duly dish out the half volley for him to scoop over the keeper ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Nitish Rana, Arshdeep Singh,4,0,,,keeper,
17.2," Arshdeep Singh to Nitish Rana, 2 runs, 132.4kph, much fuller, and a dancing-down-slap to sweeper in the deep ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Nitish Rana, Arshdeep Singh,2,0,Full,,sweeper,
17.1," Arshdeep Singh to Nitish Rana, SIX, juicy wide feeder. Full, lots of width and Rana merely flows through the line, going one-kneed to loft this way over deep extra cover ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Nitish Rana, Arshdeep Singh,6,0,Full,wide,deep extra cover,
16.6," Nathan Ellis to Nitish Rana, 1 run, 136.2kph, backs away early, something Ellis follows with a cramping yorker. Jammed away to backward point ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Nitish Rana, Nathan Ellis,1,0,yorker,,backward point,ramp shot
16.5," Nathan Ellis to Nitish Rana, SIX, tonked downtown. Picks the slower one, and picks the maximum. He dances down, gets under this already full length and slices it straight down. 94 meters .. ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Nitish Rana, Nathan Ellis,6,0,Full,,straight,
16.4," Nathan Ellis to Karthik, 1 run, 134.5kph, length, just outside off. DK stays beside, waits on it, and runs it in front of backward point ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Karthik, Nathan Ellis,1,0,Good,off side,backward point,
16.3," Nathan Ellis to Nitish Rana, 1 run, 136.5kph, good yorker, tailing in on middle as Rana makes room and drives wide of mid-off ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Nitish Rana, Nathan Ellis,1,0,Good,stump line,mid-off,off drive
16.2," Nathan Ellis to Karthik, 1 run, 132.6kph, solid back foot punch, deep point ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Karthik, Nathan Ellis,1,0,,,deep point,
16.1," Nathan Ellis to Karthik, 2 runs, 101.3kph, a slower one on a back of a length, with some width as Karthik thrashes hard, to carve away through sweeper ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Karthik, Nathan Ellis,2,0,Back of Length,,sweeper,
15.6," Shami to Karthik, 1 run, very full outside off, steered down to third man ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Karthik, Shami,1,0,Full,off side,third man,
15.5," Shami to Morgan, out Lbw!! 7, 8, 0 and a 2 tonight. This one ends with too much of a shuffle, a missed flick, to get pinned plumb in front of middle. Shami keeps it simple meanwhile, full, straight, quick, on the stumps. Morgan lbw b Shami 2(2) ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Morgan, Shami,out,out,Full,stump line,straight,beaten
15.4," Shami to Morgan, 2 runs, 119.7kph, slower, full, on off, drilled straight back down the ground ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Morgan, Shami,2,0,Full,off side,straight,
15.3," Shami to Nitish Rana, 1 run, 136.8kph, another wide yorker. Rana now goes way back in his crease to slice this through sweeper ",1st Inns,45t,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Tim Seifert, Sunil Narine, Shivam Mavi, Tim Southee, Varun Chakaravarthy","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Nicholas Pooran, Shahrukh Khan, Deepak Hooda, Fabian Allen, Nathan Ellis, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 01,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 5 wkts,KL Rahul,PBKS,field,KKR,PBKS,Nitish Rana, Shami,1,0,yorker,wide,sweeper,
