ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,out_type,match_id
9.1," Nathan Ellis to W Saha, 1 run, full and on the off stump, Saha flicks on the walk to deep mid-wicket ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,W Saha, Nathan Ellis,1,0,Full,off side,mid-wicket,flick shot,,202137
8.6," Harpreet Brar to W Saha, 1 run, on the leg stump, Saha tucks behind square and keeps strike ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,W Saha, Harpreet Brar,1,0,,stump line,square,,,202137
8.5," Harpreet Brar to W Saha, 2 runs, driven off the back foot as he uses the depth of the crease, played past the diving cover fielder, couple of important runs ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,W Saha, Harpreet Brar,2,0,,,cover,cover drive,,202137
8.4," Harpreet Brar to Kedar Jadhav, 1 run, shortish delivery on the stumps, Jadhav pulls through backward square leg ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Kedar Jadhav, Harpreet Brar,1,0,Short,stump line,square leg,pull shot,,202137
8.3," Harpreet Brar to Kedar Jadhav, 2 runs, easy leg-side ball, glanced to fine leg ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Kedar Jadhav, Harpreet Brar,2,0,,,fine leg,glance,,202137
8.2," Harpreet Brar to Kedar Jadhav, no run, uppish push but it doesn't carry to cover. Full marks to Harpreet Brar for dropping it short on seeing Jadhav jump down the pitch, got some turn too which troubled Jadhav ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Kedar Jadhav, Harpreet Brar,0,0,Full,,cover,push shot,,202137
8.1," Harpreet Brar to W Saha, 1 run, flatter delivery on the leg stump, Saha goes deep and knocks it to deep square leg ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,W Saha, Harpreet Brar,1,0,,stump line,deep square,,,202137
7.6," Ravi Bishnoi to Manish Pandey, out Bowled!! Why don't they play him in all games? Pandey didn't read this googly like the previous occasion. Took a step forward and looked to flick without actually covering the line and the ball sneaked through bat-pad gap and hit middle and leg. Delight for Punjab and the youngster. Gave away a freebie ball, but does the trick by getting a main batter. 32/3 now. Manish Pandey b Ravi Bishnoi 13(23) [4s-1] ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Manish Pandey, Ravi Bishnoi,out,out,,,,flick shot,bowled,202137
7.5," Ravi Bishnoi to W Saha, 1 run, googly on the leg stump, Saha works it to short fine leg ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,W Saha, Ravi Bishnoi,1,0,Short,stump line,short fine leg,,,202137
7.4," Ravi Bishnoi to Manish Pandey, 1 run, stays leg-side and manages to push it to long-off ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Manish Pandey, Ravi Bishnoi,1,0,,,long-off,push shot,,202137
7.3," Ravi Bishnoi to Manish Pandey, no run, beats him next ball. The googly and Pandey escapes playing a very dangerous cut shot to an incoming ball. Was so close to the edge and the off stump too ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Manish Pandey, Ravi Bishnoi,0,0,,off side,,edge,,202137
7.2," Ravi Bishnoi to Manish Pandey, FOUR, probably the first bad ball of the innings from PBKS. Ravi Bishnoi drops it short and it sits nicely for Pandey, who camps back and powers the pull to beat the dive at deep backward square leg ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Manish Pandey, Ravi Bishnoi,4,0,Short,,deep backward square,pull shot,,202137
7.1," Ravi Bishnoi to W Saha, 1 run, sweeps the leggie to deep mid-wicket ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,W Saha, Ravi Bishnoi,1,0,,,mid-wicket,,,202137
6.6," Harpreet Brar to Manish Pandey, no run, oh this stays low and Pandey somehow manages to adjust late and put bat on ball. Exposed the sticks by backing away to play off-side and the ball scared him there ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Manish Pandey, Harpreet Brar,0,0,,stump line,off-side,,,202137
6.5," Harpreet Brar to Manish Pandey, no run, quicker delivery rushing Pandey on the back foot and hitting the pad but missing leg ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Manish Pandey, Harpreet Brar,0,0,,,,beaten,,202137
6.4," Harpreet Brar to Manish Pandey, no run, flatter delivery on the stumps, Pandey looks to guide it to the off-side and gets an inside edge ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Manish Pandey, Harpreet Brar,0,0,,stump line,off-side,edge,,202137
6.4," Harpreet Brar to W Saha, 2 wides, fired well down leg, KL doesn't collect cleanly, extra run ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,W Saha, Harpreet Brar,wide,2,,wide,,wide,,202137
6.3," Harpreet Brar to Manish Pandey, 1 run, flatter delivery outside off stuymp, Pandey cuts to cover, great dive from Mayank to stop left-handed ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Manish Pandey, Harpreet Brar,1,0,,off side,cover,square cut,,202137
6.2," Harpreet Brar to W Saha, 1 run, full and on the stumps, Saha flicks it to deep mid-wicket ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,W Saha, Harpreet Brar,1,0,Full,stump line,mid-wicket,flick shot,,202137
6.1," Harpreet Brar to Manish Pandey, 1 run, ""catch"" is the cry as Pandey leading edges a flick shot. Luckily there is no mid-off. The ball turning and bouncing more than Pandey expected and he escapes looking to play mid-on and closing the bat face ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Manish Pandey, Harpreet Brar,1,0,,,mid-off,edge,,202137
5.6," Arshdeep Singh to Manish Pandey, 1 run, tries again, this time it goes slightly slow to Brar, so Saha calls for a risky run and gets home as the throw is off target ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Manish Pandey, Arshdeep Singh,1,0,,,,,,202137
5.5," Arshdeep Singh to Manish Pandey, no run, looks to guide it past short third man but guides this slower delivery straight to Brar ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Manish Pandey, Arshdeep Singh,0,0,Short,,short third man,,,202137
5.4," Arshdeep Singh to W Saha, 1 run, dabs to short third man ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,W Saha, Arshdeep Singh,1,0,Short,,short third man,dab,,202137
5.3," Arshdeep Singh to W Saha, 2 runs, pulled away to deep backward square leg, he wants two, calls for it despite Pandey being unsure but he judges it nicely, puts in a neat dive to make ground comfortably ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,W Saha, Arshdeep Singh,2,0,,,deep backward square,pull shot,,202137
5.2," Arshdeep Singh to Manish Pandey, 1 run, slower delivery outside off stump, Pandey dabs to short third man and Saha is keen for a quick single ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Manish Pandey, Arshdeep Singh,1,0,Short,off side,short third man,dab,,202137
5.1," Arshdeep Singh to Manish Pandey, no run, slower delivery, Pandey defends in front of mid-off ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,Manish Pandey, Arshdeep Singh,0,0,,,mid-off,defend,,202137
4.6," Shami to W Saha, no run, length delivery on the off stump, Saha defends it back to the bowler ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,W Saha, Shami,0,0,Good,off side,,defend,,202137
4.5," Shami to W Saha, no run, slower delivery just outside off stump and there is that almost one-handed defence close to the pad that Saha is famous for ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,W Saha, Shami,0,0,,off side,defence,,,202137
4.4," Shami to W Saha, no run, beaten. Lovely late shape away from the right-hander on this short of length delivery to beat the cut shot ",2nd Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,SRH,PBKS,W Saha, Shami,0,0,Short,,,beaten,,202137
