ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,Toss_winner,toss_chosen,Batsman,Bowler,runs,extra
0.5," Siraj to Rohit, no run, short of length delivery on off, Rohit is right behind the line in defence ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rohit, Siraj,0,0
0.4," Siraj to Rohit, 2 runs, short of length around the hip, Rohit whips it wide of fine leg, gets back for two ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rohit, Siraj,2,0
0.3," Siraj to Rohit, no run, indications of the pace of this surface, and the bounce. Back of a length, probably wasn't there to pull in any case. Rohit goes for it but the ball sneaks under him and strikes him on the thigh ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rohit, Siraj,0,0
0.2," Siraj to Rohit, no run, full ball on middle, defended watchfully down the pitch ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rohit, Siraj,0,0
0.1," Siraj to Rohit, 2 runs, straightaway into the pads. Siraj pitches it up but doesn't find much swing, leaning into middle and leg stumps and is clipped away for a couple through square leg. Rohit's away ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rohit, Siraj,2,0
19.6,"Marco Jansen to Harshal Patel, 1 run, yorker, whipped away, and that's all Patel had to do -- get bat. It's the toe-end, and it's been fielded superbly at short fine leg. But no, it doesn't matter, they've snuck through, and RCB help Mumbai keep up their IPL opening tradition",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Harshal Patel,Marco Jansen,1,0
19.5," Marco Jansen to Siraj, leg byes, 1 run, shuffles, misses his glance, but the ball trickles away just past the stumps, and that's good enough to pinch the leg bye ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Siraj, Marco Jansen,byes,1
19.4,"Marco Jansen to de Villiers, out de Villiers Run Out!! 1 run completed. Madness. Absolute madness. AB - in his greed to keep his strike - quite deliberately nurdles this very softly through mid-wicket, and despite Krunal Pandya getting to the ball by the time he was turning around for the second, he doesn't stop. He takes the risk. And even his full-length dive cannot get him in. de Villiers run out (Krunal Pandya/Ishan Kishan) 48(27) [4s-4 6s-2]",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,de Villiers,Marco Jansen,out,out
19.3," Marco Jansen to Harshal Patel, 1 run, low full toss again, driven out to mid-off, quietly, and AB's back there ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Harshal Patel, Marco Jansen,1,0
19.2," Marco Jansen to Harshal Patel, 2 runs, there's no deep extra cover, and Jansen pitches it up in the slot. Patel swings on a slice, and really could've had more had the connection been a bit better ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Harshal Patel, Marco Jansen,2,0
19.1," Marco Jansen to de Villiers, 1 run, ah, well, well, well. Proper yorker this -- pacy, just outside off and de Villiers throws his bat out at it after making his usual room, and can only squirt it off the inside-toe-end past his stumps ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,de Villiers, Marco Jansen,1,0
18.6," Bumrah to de Villiers, 1 run, 142.3kph, low full toss, just outside off, squeezed away through sweeper ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,de Villiers, Bumrah,1,0
18.5," Bumrah to Jamieson, out Jamieson Run Out!! Slapped straight down the pitch, Bumrah kicks it away, and then quickly runs to the ball and dives with it to knock out the non-striker's stumps. AB desperately wanted the strike back, so guess who's the sacrificial lamb? Yea, the debutant. So what if he's being paid 15 crores .. Jamieson run out (Bumrah) 4(4) ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Jamieson, Bumrah,out,out
18.4," Bumrah to de Villiers, 1 run, 142.2kph, nails the yorker now. On middle. Jammed. Leg-side. Quick single .. 8 runs | 8 balls  ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,de Villiers, Bumrah,1,0
18.3,"Bumrah to de Villiers, FOUR, okay, game over. A pretty filthy delivery, back of a length, just outside off, and not the smartest of thinking either with third man inside the circle. AB sways away, upper-cuts and gets it over. Kohli's already celebrating in the dug-out",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,de Villiers,Bumrah,4,0
18.2," Bumrah to de Villiers, 2 runs, 140.4kph, full, on middle, whipped wide of mid-on. +2 ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,de Villiers, Bumrah,2,0
18.1," Bumrah to de Villiers, FOUR, there's no extra cover, and AB's just manufactured this brilliance to get it exactly over there. Bumrah's fired in a low full toss, 141.4kph, but then AB's just twitched his wrists and sliced this over. Sheer genius .. ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,de Villiers, Bumrah,4,0
17.6," Boult to de Villiers, 1 run, yea, just what RCB needed. 15 runs and strike with AB .. off a leg-cleared heave down to long-on ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,de Villiers, Boult,1,0
17.5," Boult to de Villiers, 2 runs, full, and AB slams downtown again, but long-off will clean up this time ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,de Villiers, Boult,2,0
17.4," Boult to de Villiers, FOUR, 131.3kph, missed yorker. And surely you don't expect AB to forgive. He finds a way to get under this half volley, and nail it straight down the ground ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,de Villiers, Boult,4,0
17.3," Boult to Jamieson, 1 run, a cramped swivel-pull, inside-halving it round the corner ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Jamieson, Boult,1,0
17.2," Boult to de Villiers, 1 run, slices, upper-halves, and gets it straight to the man at sweeper ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,de Villiers, Boult,1,0
17.1,"Boult to de Villiers, SIX, launches, high, handsome. He's read this cutter, and he's golf-swung this over long-off, you know the kind where you clear your front leg and just smoke them for fun",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,de Villiers,Boult,6,0
16.6," Bumrah to de Villiers, 1 run, 138.8kph, slight in-reverse, full on off. Driven down to long-off ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,de Villiers, Bumrah,1,0
16.5," Bumrah to Jamieson, 3 runs, 143.7kph, has a massive swing across the line, and gets an inside-edge for all his efforts, rolling away to fine leg, where Janses first runs to it, tumbles, keeps it out, and then Boult backs up and dives to stop it from rolling over further ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Jamieson, Bumrah,3,0
16.4," Bumrah to Jamieson, no run, nipping in on middle, length, tight. Jabbed away to leg ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Jamieson, Bumrah,0,0
16.3," Bumrah to Christian, out Caught by Rahul Chahar!! 138.3kph. Back of a length, quick, wide and enticing Christian to slap. Oh, he does. And he doesn't keep it down either, with Chahar - the point man - doing well to intercept towards his right. Who's even surprised? Christian c Rahul Chahar b Bumrah 1(3) ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Christian, Bumrah,out,out
16.2," Bumrah to Christian, no run, 145.1kph, another proper mother of yorkers. It's an achievement when you don't end up bowled on these. Christian digs it out ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Christian, Bumrah,0,0
16.1," Bumrah to de Villiers, 1 run, 131.5kph, leg-lined yorker. AB toe-ends the squeeze in front of mid-off. Okay, Mumbai wanted exactly this .. ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,de Villiers, Bumrah,1,0
