ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match
18.2," T Natarajan to Shubman Gill, 1 run, maiden IPL ton for Shubman Gill! Jabs this short of length ball to long-on for a single. A big round of applause from the Ahmedabad crowd. Removes his helmet, raises his bat and bows down. It's been a classy knock! ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
18.1," T Natarajan to Shanaka, 1 run, 130.3kph, over the wicket, length ball, heaved to mid-wicket ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
17.6," Fazalhaq Farooqi to Shanaka, 1 run, yorker, jammed towards cover for a single ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
17.5," Fazalhaq Farooqi to Shubman Gill, 1 run, 111.3kph, slower ball on a length, heaved to deep mid-wicket. Shubman Gill moves to 99 ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
17.4," Fazalhaq Farooqi to Shanaka, 1 run, full delivery, drilled to long-off ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
17.3," Fazalhaq Farooqi to Rahul Tewatia, out Caught by Marco Jansen!! 114.7kph, slower ball, full in length, Rahul Tewatia moves leg-side to tonk it downtown. Off the cue end and it goes a long way up in the air. Jansen runs in from long-off and almost over-runs. Adjusts in the end by backpedalling and taking an overhead catch. He tumbles but ensures that the ball doesn't pop out. Rahul Tewatia c Marco Jansen b Fazalhaq Farooqi 3(3) ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
17.2," Fazalhaq Farooqi to Rahul Tewatia, 2 runs, shimmies down the track and flicks this full toss between deep mid-wicket and long-on. The latter dives to his left and makes a good stop to save a couple of runs ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
17.2," Fazalhaq Farooqi to Rahul Tewatia, wide, Fazalhaq Farooqi sees the batter step out of his crease and shortens his length outside off. Slower ball bouncer and Rahul Tewatia lets it pass. Wided for height ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
17.1," Fazalhaq Farooqi to Shubman Gill, 1 run, very full delivery, squeeze-driven towards extra cover ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
16.6," T Natarajan to Shubman Gill, 1 run, 132.5kph, driven to the left of cover and Shubman Gill will keep the strike ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
16.5," T Natarajan to Rahul Tewatia, 1 run, 136.5kph, fullish delivery wide of off, cut towards backward point for a single ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
16.4," T Natarajan to Miller, out Caught by Markram!! Holes out! 135.8kph, length ball, Miller backs himself to hammer it over long-on but doesn't get the required elavtion. A straightforward catch for the SRH captain at long-on. GT have lost three wickets in three overs. Miller c Markram b T Natarajan 7(5) [4s-1] ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
16.3," T Natarajan to Miller, FOUR, 132.6kph, full delivery on leg, Miller waits for it and flicks it away over square leg for a one-bounce four. Easy pickings! ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
16.2," T Natarajan to Shubman Gill, 1 run, round the wicket, slow and short, pulled to long-on ",GT Inns,62n,Gujarat Titans,Sunrisers Hyderabad,"Gujarat Titans (Playing XI): Shubman Gill, Wriddhiman Saha(w), Sai Sudharsan, Hardik Pandya(c), David Miller, Dasun Shanaka, Rahul Tewatia, Mohit Sharma, Rashid Khan, Mohammed Shami, Noor Ahmad","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Abdul Samad, Sanvir Singh, Mayank Markande, Marco Jansen, Bhuvneshwar Kumar, Fazalhaq Farooqi, T Natarajan","Gujarat Titans Subs: Yash Dayal, Srikar Bharat, Darshan Nalkande, Ravisrinivasan Sai Kishore, Shivam Mavi","Sunrisers Hyderabad Subs: Anmolpreet Singh, Glenn Phillips, Akeal Hosein, Mayank Dagar, Nitish Reddy",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 15,2023",Sunrisers Hyderabad have won the toss and have opted to field,Gujarat Titans won by 34 runs,Shubman Gill
