ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,out_type
18.2," Chahal to Hasaranga, 2 runs, fraction short outside off, Hasaranga cuts wide of point, gets it wide of sweeper cover for an easy couple ",1st Inns,32nd,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Faf du Plessis, Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Suyash Prabhudessai, David Willey, Wanindu Hasaranga, Mohammed Siraj, Vijaykumar Vyshak","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","RCB subs: Harshal Patel, Finn Allen, Akash Deep, Karn Sharma and Anuj Rawat.","RR subs: Donavon Ferreira, M Ashwin, Akash Vasisht, KM Asif and Abdul Basith.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 23,2023",Rajasthan Royals have won the toss and have opted to field,Royal Challengers Bangalore won by 7 runs,Glenn Maxwell,RR,field,RCB,RR,Hasaranga, Chahal,2,0,Short,off side,point,Cut,
18.1," Chahal to Karthik, 1 run, slower and shorter outside off, Karthik gets across and cuts to sweeper cover ",1st Inns,32nd,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Faf du Plessis, Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Suyash Prabhudessai, David Willey, Wanindu Hasaranga, Mohammed Siraj, Vijaykumar Vyshak","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","RCB subs: Harshal Patel, Finn Allen, Akash Deep, Karn Sharma and Anuj Rawat.","RR subs: Donavon Ferreira, M Ashwin, Akash Vasisht, KM Asif and Abdul Basith.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 23,2023",Rajasthan Royals have won the toss and have opted to field,Royal Challengers Bangalore won by 7 runs,Glenn Maxwell,RR,field,RCB,RR,Karthik, Chahal,1,0,Short,off side,sweeper,cut shot,
17.6," Holder to Hasaranga, no run, Hasaranga puts his head back in disappointment, slower short ball on the stumps, Hasaranga makes room to slash and misses ",1st Inns,32nd,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Faf du Plessis, Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Suyash Prabhudessai, David Willey, Wanindu Hasaranga, Mohammed Siraj, Vijaykumar Vyshak","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","RCB subs: Harshal Patel, Finn Allen, Akash Deep, Karn Sharma and Anuj Rawat.","RR subs: Donavon Ferreira, M Ashwin, Akash Vasisht, KM Asif and Abdul Basith.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 23,2023",Rajasthan Royals have won the toss and have opted to field,Royal Challengers Bangalore won by 7 runs,Glenn Maxwell,RR,field,RCB,RR,Hasaranga, Holder,0,0,Short,stump line,,beaten,
17.5," Holder to Karthik, 1 run, full on the stumps, whipped to deep mid-wicket ",1st Inns,32nd,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Faf du Plessis, Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Suyash Prabhudessai, David Willey, Wanindu Hasaranga, Mohammed Siraj, Vijaykumar Vyshak","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","RCB subs: Harshal Patel, Finn Allen, Akash Deep, Karn Sharma and Anuj Rawat.","RR subs: Donavon Ferreira, M Ashwin, Akash Vasisht, KM Asif and Abdul Basith.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 23,2023",Rajasthan Royals have won the toss and have opted to field,Royal Challengers Bangalore won by 7 runs,Glenn Maxwell,RR,field,RCB,RR,Karthik, Holder,1,0,Full,stump line,mid-wicket,,
17.4," Holder to Karthik, no run, RR lose a review. The very full delivery, swings in to the pads, Karthik flicks and misses, rapped on the pads, but missing leg ",1st Inns,32nd,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Faf du Plessis, Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Suyash Prabhudessai, David Willey, Wanindu Hasaranga, Mohammed Siraj, Vijaykumar Vyshak","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","RCB subs: Harshal Patel, Finn Allen, Akash Deep, Karn Sharma and Anuj Rawat.","RR subs: Donavon Ferreira, M Ashwin, Akash Vasisht, KM Asif and Abdul Basith.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 23,2023",Rajasthan Royals have won the toss and have opted to field,Royal Challengers Bangalore won by 7 runs,Glenn Maxwell,RR,field,RCB,RR,Karthik, Holder,0,0,Full,stump line,,beaten,
17.3," Holder to Karthik, FOUR, nice shot. Full and angling into off and middle, flicked through mid-wicket and it goes to the practice wickets and gives long-on no chance ",1st Inns,32nd,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Faf du Plessis, Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Suyash Prabhudessai, David Willey, Wanindu Hasaranga, Mohammed Siraj, Vijaykumar Vyshak","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","RCB subs: Harshal Patel, Finn Allen, Akash Deep, Karn Sharma and Anuj Rawat.","RR subs: Donavon Ferreira, M Ashwin, Akash Vasisht, KM Asif and Abdul Basith.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 23,2023",Rajasthan Royals have won the toss and have opted to field,Royal Challengers Bangalore won by 7 runs,Glenn Maxwell,RR,field,RCB,RR,Karthik, Holder,4,0,Full,off side,mid-wicket,flick shot,
17.2," Holder to Hasaranga, 1 run, slower ball off-cutter into the pitch, Hasaranga pulls to deep mid-wicket ",1st Inns,32nd,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Faf du Plessis, Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Suyash Prabhudessai, David Willey, Wanindu Hasaranga, Mohammed Siraj, Vijaykumar Vyshak","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","RCB subs: Harshal Patel, Finn Allen, Akash Deep, Karn Sharma and Anuj Rawat.","RR subs: Donavon Ferreira, M Ashwin, Akash Vasisht, KM Asif and Abdul Basith.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 23,2023",Rajasthan Royals have won the toss and have opted to field,Royal Challengers Bangalore won by 7 runs,Glenn Maxwell,RR,field,RCB,RR,Hasaranga, Holder,1,0,undefined,undefined,mid-wicket,pull shot,
17.1," Holder to Hasaranga, no run, a low full-toss on the stumps, driven back to Holder ",1st Inns,32nd,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Faf du Plessis, Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Suyash Prabhudessai, David Willey, Wanindu Hasaranga, Mohammed Siraj, Vijaykumar Vyshak","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","RCB subs: Harshal Patel, Finn Allen, Akash Deep, Karn Sharma and Anuj Rawat.","RR subs: Donavon Ferreira, M Ashwin, Akash Vasisht, KM Asif and Abdul Basith.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 23,2023",Rajasthan Royals have won the toss and have opted to field,Royal Challengers Bangalore won by 7 runs,Glenn Maxwell,RR,field,RCB,RR,Hasaranga, Holder,0,0,Full toss,stump line,,drive,
16.6," Chahal to Hasaranga, 1 run, slower legbreak on a length on off, Hasaranga goes on the back foot to punch wide of cover ",1st Inns,32nd,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Faf du Plessis, Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Suyash Prabhudessai, David Willey, Wanindu Hasaranga, Mohammed Siraj, Vijaykumar Vyshak","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","RCB subs: Harshal Patel, Finn Allen, Akash Deep, Karn Sharma and Anuj Rawat.","RR subs: Donavon Ferreira, M Ashwin, Akash Vasisht, KM Asif and Abdul Basith.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 23,2023",Rajasthan Royals have won the toss and have opted to field,Royal Challengers Bangalore won by 7 runs,Glenn Maxwell,RR,field,RCB,RR,Hasaranga, Chahal,1,0,Good,off side,cover,,
16.5," Chahal to Prabhudessai, out Prabhudessai Run Out!! There was no run there, a slower legbreak outside off, Prabhudessai gets a soft leading-edge that rolls to cover, he wants a quick single, Karthik responds initially but then sees Jaiswal swooping in, sends Prabhudessai back who was halfway down the pitch, no chance as Jaiswal throws to Samson who does the rest. Prabhudessai went for a big dive but is well short and is on his haunches in disappointment as he gets up slowly and walks off. Prabhudessai run out (Jaiswal/Samson) 0(2) ",1st Inns,32nd,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Faf du Plessis, Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Dinesh Karthik(w), Suyash Prabhudessai, David Willey, Wanindu Hasaranga, Mohammed Siraj, Vijaykumar Vyshak","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","RCB subs: Harshal Patel, Finn Allen, Akash Deep, Karn Sharma and Anuj Rawat.","RR subs: Donavon Ferreira, M Ashwin, Akash Vasisht, KM Asif and Abdul Basith.",IPL,2023,"M.Chinnaswamy Stadium,Bengaluru","Apr 23,2023",Rajasthan Royals have won the toss and have opted to field,Royal Challengers Bangalore won by 7 runs,Glenn Maxwell,RR,field,RCB,RR,Prabhudessai, Chahal,out,out,Short,off side,cover,edge,"run out ,(Jaiswal/Samson)"
