ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,out_type,match_id
6.4," Chahal to Lalit Yadav, 1 run, Chahal tosses one just outside off, driven down to long-off for a single ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Lalit Yadav, Chahal,1,0,Full toss,off side,long-off,off drive,,202311
6.3," Chahal to Lalit Yadav, no run, Lalit comes down the pitch to this leg-break, leans across and pushes it back at the bowler ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Lalit Yadav, Chahal,0,0,undefined,undefined,down the pitch,push shot,,202311
6.2," Chahal to Lalit Yadav, no run, Chahal tosses one one off, pushed back at the bowler ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Lalit Yadav, Chahal,0,0,Full toss,undefined,,push shot,,202311
6.1," Chahal to Warner, 1 run, very full and at the stumps, drivem down to long-on for a single ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Chahal,1,0,Full,stump line,long-on,on drive,,202311
5.6," Ashwin to Lalit Yadav, 2 runs, the off-break from Ashwin, Lalit plays with the turn and nudges it softly towards wide mid-on, scampers back for the second ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Lalit Yadav, Ashwin,2,0,undefined,wide,mid-on,,,202311
5.5," Ashwin to Lalit Yadav, no run, tossed up just outside off, Lalit leans forward and pushes it to cover-point ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Lalit Yadav, Ashwin,0,0,Full toss,off side,cover,push shot,,202311
5.4," Ashwin to Rossouw, out Caught by Jaiswal!! A soft soft dismissal for Rossouw - was way too early into the reverse sweep and scooped a simple catch to cover-point. Nice bit of flight and some extra bounce for the off-spinner - Rossouw was committed to the shot, but was a tad too early into it, lobbed in the air and Jaiswal completes the catch, diving forward. DC slipping away once again. Rossouw c Jaiswal b Ashwin 14(12) [4s-2] ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Rossouw, Ashwin,out,out,undefined,undefined,cover,beaten,"Catch out , jaiswal",202311
5.3," Ashwin to Rossouw, 2 runs, loopy delivery down leg, flicked uppishly and to the left of mid-wicket, comes back for the second ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Rossouw, Ashwin,2,0,undefined,undefined,mid-wicket,flick shot,,202311
5.2," Ashwin to Warner, 1 run, flatter and just outside off, chopped to the left of cover who makes a diving half-stop ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Ashwin,1,0,undefined,off side,cover,,,202311
5.2," Ashwin to Warner, wide, Ashwin darts one quicker and down leg, past Warner's pull and is called as a wide ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Ashwin,wide,1,undefined,wide,,wide,,202311
5.1," Ashwin to Warner, no run, tossed up just outside off, driven straight to the fielder at cover ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Ashwin,0,0,Full toss,off side,straight,straight drive,,202311
4.6," Holder to Rossouw, FOUR, short, wide and four, width on offer and Rossouw throws his hands on the cut, carves it up and over backward point, one bounce and over the ropes - 11 off the over ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Rossouw, Holder,4,0,Short,wide,backward point,Cut,,202311
4.6," Holder to Rossouw, wide, the bouncer from Holder, but it sails over Rossouw's head and is called as a wide ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Rossouw, Holder,wide,1,undefined,wide,,wide,,202311
4.5," Holder to Warner, 1 run, fuller length delivery outside off, Warner toe-ends the drive towards cover and is off for a quick single ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Holder,1,0,Full,off side,cover,cover drive,,202311
4.4," Holder to Warner, no run, short of a good length and angling across the left-hander, Warner cuts and cuts it straight to the fielder at cover-point ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Holder,0,0,Short,undefined,straight,cut shot,,202311
4.3," Holder to Warner, no run, good comeback from Holder - shortens the length and gets it to seam away with the angle, lures Warner into a loose poke and beats him on the outside edge ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Holder,0,0,Good,undefined,,edge,,202311
4.2," Holder to Warner, FOUR, nicely played, tad too full from Holder - Warner gets forward and then drives it over mid-off, bounces away to the ropes in a hurry ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Holder,4,0,Full,undefined,mid-off,off drive,,202311
4.1," Holder to Rossouw, 1 run, short of a good length and angling back into the left-hander, Rossouw is cramped for room on the drive, squeezes an under- edge that rolled to the off-side ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Rossouw, Holder,1,0,Short,undefined,off-side,edge,,202311
3.6," Ashwin to Rossouw, 1 run, pushed through around middle, Rossouw backs away and punches it back at the bowler, who is slow to get down and concedes a run ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Rossouw, Ashwin,1,0,undefined,undefined,,push shot,,202311
3.5," Ashwin to Warner, 1 run, flighted delivery on off, eased down to long-on for a single ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Ashwin,1,0,undefined,off side,long-on,,,202311
3.4," Ashwin to Warner, FOUR, lovely. tad too short form Ashwin - Warner rocks back and then hammers the pull wide of mid-on. one bounce and over the ropes ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Warner, Ashwin,4,0,Short,wide,mid-on,pull shot,,202311
3.3," Ashwin to Rossouw, 1 run, beautifully bowled, slowed down the pace, got the ball to drift and then held it back - Rossouw was shaping for an expansive shot, changes his mind and drops it towards cover for a single ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Rossouw, Ashwin,1,0,Full,undefined,cover,,,202311
3.2," Ashwin to Rossouw, no run, pushed through with the arm, Rossouw prods across and then pushes it off the back-foot to cover ",2nd Inns,11th,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Delhi Capitals (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar","Rajasthan Royals Subs: Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira","Delhi Capitals Subs: Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",IPL,2023,"Barsapara Cricket Stadium,Guwahati","Apr 08,2023",Delhi Capitals have won the toss and have opted to field,Rajasthan Royals won by 57 runs,Yashasvi Jaiswal,DC,field,DC,RR,Rossouw, Ashwin,0,0,undefined,undefined,cover,push shot,,202311
